Car_ID,Brand,Model,Year,Fuel_Type,Engine_Size,Mileage,Price
70,Mercedes,C-Class,2024,Gasoline,2.3,27680.0,51500.0
71,Hyundai,Tucson,2017,Gasoline,2.0,124341.0,15100.0
72,Honda,Civic,2019,Diesel,1.9,83293.0,21300.0
73,Honda,Accord,2016,Diesel,2.1,146438.0,9800.0
74,Volkswagen,Golf,2020,Hybrid,1.9,74045.0,22200.0
75,Nissan,Leaf,2016,Diesel,1.8,133278.0,13900.0
76,BMW,M4,2017,Diesel,3.5,120335.0,32400.0
77,Ford,Explorer,2021,Diesel,2.3,78614.0,
78,Hyundai,Santa Fe,2018,Diesel,2.2,88887.0,20300.0
79,BMW,M4,2018,Diesel,2.7,92269.0,37200.0
80,Hyundai,Elantra,2023,Diesel,2.4,42470.0,31700.0
81,Ford,Explorer,2022,Gasoline,2.2,47316.0,30300.0
82,Volkswagen,Tiguan,2022,Diesel,1.9,47567.0,30000.0
83,Hyundai,Tucson,2018,Gasoline,1.4,89755.0,21900.0
84,BMW,5 Series,2018,Diesel,3.5,114576.0,34300.0
85,Volkswagen,Tiguan,2016,Diesel,2.3,99392.0,16000.0
86,Toyota,Corolla,2019,Gasoline,1.3,90827.0,20000.0
87,Ford,Focus,2015,Diesel,1.9,129651.0,10500.0
88,Toyota,RAV4,2022,Diesel,1.3,41230.0,34000.0
89,Toyota,Corolla,2017,Diesel,2.3,81399.0,17800.0
90,Audi,E-tron,2024,Electric,0.0,27933.0,50100.0
91,Volkswagen,Passat,2019,Gasoline,1.9,93933.0,19400.0
92,Mercedes,E-Class,2019,Gasoline,3.3,74274.0,36200.0
93,BMW,3 Series,2021,Diesel,2.9,45502.0,47200.0
94,Hyundai,Santa Fe,2016,Diesel,2.1,,14100.0
95,Mercedes,S-Class,2016,Gasoline,3.1,152359.0,24400.0
96,Honda,Civic,2017,Diesel,2.2,105505.0,20100.0
97,Hyundai,Santa Fe,2019,Diesel,1.9,84349.0,19900.0
98,Nissan,Rogue,2024,Gasoline,1.5,37501.0,34000.0
99,Volkswagen,Golf,2017,Diesel,1.8,133198.0,16500.0
100,Nissan,Leaf,2016,Diesel,1.8,110820.0,13300.0
101,BMW,X5,2021,Diesel,3.4,,38800.0
102,Ford,Focus,2020,Diesel,1.5,93083.0,20200.0
103,Audi,E-tron,2021,Diesel,2.1,70114.0,39400.0
104,Mercedes,GLE,2023,Diesel,2.3,36521.0,50500.0
105,Volkswagen,Jetta,2017,Gasoline,1.6,109554.0,15900.0
106,Honda,Fit,2016,Gasoline,2.0,122756.0,13600.0
107,Audi,Q5,2021,Hybrid,3.7,59171.0,43200.0
108,Mercedes,E-Class,2016,Diesel,2.6,112243.0,31400.0
109,Hyundai,Elantra,2019,Diesel,2.1,104055.0,22000.0
110,Ford,Escape,2020,Diesel,1.9,96302.0,21400.0
111,Mercedes,S-Class,2018,Diesel,3.7,74544.0,37900.0
112,Nissan,Leaf,2017,Gasoline,1.8,89861.0,20800.0
113,Kia,Optima,2022,Hybrid,1.3,57586.0,32100.0
114,BMW,3 Series,2022,Diesel,3.6,59172.0,44300.0
115,Audi,E-tron,2020,Electric,0.0,86934.0,40900.0
116,Honda,Accord,2019,Gasoline,2.5,80070.0,25200.0
117,Honda,Fit,2017,Gasoline,2.1,83419.0,17100.0
118,Hyundai,Tucson,2020,Diesel,1.8,80260.0,22900.0
119,BMW,5 Series,2016,Diesel,3.2,127351.0,29800.0
120,Volkswagen,Jetta,2018,Diesel,1.8,97197.0,16900.0
121,Ford,Escape,2023,Diesel,1.4,49190.0,34300.0
122,Nissan,Rogue,2022,Diesel,2.3,58766.0,28600.0
123,Nissan,Rogue,2024,,1.6,37083.0,35000.0
124,Hyundai,Elantra,2024,Hybrid,2.3,36852.0,35900.0
125,Hyundai,Sonata,2024,Gasoline,2.2,32244.0,38200.0
126,BMW,3 Series,2015,Diesel,2.6,95557.0,33400.0
127,BMW,3 Series,2019,Diesel,2.7,67688.0,40600.0
128,Kia,Sorento,2017,Diesel,1.5,137362.0,14000.0
129,Honda,Fit,2016,Gasoline,1.4,148141.0,14200.0
130,Nissan,Rogue,2016,Gasoline,2.2,101524.0,17100.0
131,Kia,Sorento,2024,Electric,0.0,21431.0,37200.0
132,Toyota,RAV4,2024,Diesel,1.5,33206.0,37500.0
133,Nissan,Altima,2017,Gasoline,1.3,97209.0,16200.0
134,Honda,Accord,2023,Diesel,1.4,44286.0,30800.0
135,Nissan,Altima,2022,Electric,0.0,37951.0,30500.0
136,Ford,Explorer,2018,Gasoline,2.3,123940.0,18600.0
137,Kia,Optima,2021,Electric,0.0,46945.0,
138,Volkswagen,Golf,2015,Gasoline,2.2,172585.0,9400.0
139,Mercedes,C-Class,2023,Gasoline,2.4,34107.0,50500.0
140,Toyota,RAV4,2017,Diesel,2.5,125206.0,17900.0
141,Toyota,Corolla,2015,Gasoline,1.7,135470.0,9900.0
142,Hyundai,Elantra,2017,Gasoline,2.2,124877.0,16200.0
143,Kia,Optima,2022,Hybrid,1.9,61806.0,31700.0
144,Audi,Q5,2022,Diesel,3.3,61216.0,47000.0
145,Honda,Fit,2022,Gasoline,1.3,38091.0,33800.0
146,Volkswagen,Tiguan,2021,Diesel,2.5,63218.0,25500.0
147,Honda,Accord,2021,Diesel,1.8,74225.0,27000.0
148,Honda,CR-V,2021,Gasoline,1.6,69923.0,24600.0
149,Honda,Civic,2016,Diesel,1.8,143380.0,9700.0
150,Volkswagen,Tiguan,2016,Diesel,1.7,148672.0,9100.0
151,Hyundai,Tucson,2020,Gasoline,1.3,79419.0,22400.0
152,Kia,Sorento,2016,Gasoline,2.2,145428.0,13600.0
153,Volkswagen,Golf,2024,Electric,0.0,20643.0,39200.0
154,Hyundai,Tucson,2020,Electric,0.0,58992.0,28800.0
155,Toyota,Camry,2023,Diesel,1.5,31857.0,36700.0
156,Kia,Optima,2015,Gasoline,1.4,144124.0,11200.0
157,Nissan,Leaf,2024,Gasoline,1.8,23740.0,35400.0
158,Volkswagen,Passat,2023,Diesel,2.1,47121.0,29300.0
159,Mercedes,GLE,2018,Diesel,3.5,83191.0,33200.0
160,Ford,Explorer,2017,Gasoline,1.4,112342.0,19200.0
161,Kia,Optima,2021,Gasoline,2.3,58728.0,27700.0
162,Volkswagen,Passat,2024,Electric,0.0,19782.0,36200.0
163,BMW,M4,2020,Hybrid,2.2,71578.0,41600.0
164,Honda,Fit,2019,Gasoline,2.2,75697.0,21100.0
165,Audi,A4,2023,Electric,0.0,41222.0,50200.0
166,BMW,5 Series,2016,Gasoline,2.3,95396.0,34300.0
167,Honda,Accord,2022,Diesel,1.8,60296.0,31100.0
168,Volkswagen,Tiguan,2020,Diesel,1.4,83041.0,23400.0
169,Volkswagen,Golf,2020,Diesel,1.9,54599.0,26400.0
170,Honda,Civic,2024,Gasoline,2.0,30930.0,37100.0
171,Mercedes,GLE,2024,Gasoline,3.0,30950.0,50200.0
172,Honda,Accord,2015,Diesel,1.5,170598.0,9200.0
173,Volkswagen,Jetta,2020,Diesel,1.7,,25600.0
174,Toyota,RAV4,2016,Diesel,1.6,107818.0,18100.0
175,Volkswagen,Jetta,2020,Electric,0.0,68403.0,28400.0
176,Nissan,Sentra,2024,Diesel,2.1,29698.0,33600.0
177,Audi,A4,2021,Diesel,3.0,50063.0,43800.0
178,Ford,Mustang,2018,Gasoline,2.5,77238.0,19600.0
179,Audi,A4,2020,Electric,0.0,57959.0,44400.0
180,Volkswagen,Jetta,2022,Gasoline,1.3,66149.0,28200.0
181,Ford,Mustang,2023,Electric,0.0,46572.0,32400.0
182,Volkswagen,Passat,2022,Electric,0.0,67746.0,27400.0
183,Volkswagen,Jetta,2019,Diesel,1.3,105373.0,18300.0
184,Audi,A4,2019,Gasoline,2.2,78782.0,39300.0
185,BMW,M4,2016,Gasoline,3.9,146415.0,26700.0
186,Toyota,Prius,2015,Diesel,1.7,108822.0,14200.0
187,Mercedes,C-Class,2020,Electric,0.0,84364.0,36400.0
188,Hyundai,Santa Fe,2017,Diesel,2.2,102304.0,15400.0
189,Toyota,RAV4,2018,Diesel,2.3,74586.0,21000.0
190,Hyundai,Elantra,2015,Diesel,1.5,101690.0,15900.0
191,Volkswagen,Golf,2023,Electric,0.0,40050.0,32900.0
192,Mercedes,S-Class,2017,Gasoline,3.3,109933.0,29600.0
193,Audi,A4,2021,Diesel,3.7,78413.0,38300.0
194,Kia,Optima,2020,Hybrid,1.5,88425.0,23400.0
195,BMW,3 Series,2020,Hybrid,3.1,90484.0,39300.0
196,Ford,Mustang,2017,Diesel,1.3,77980.0,17600.0
197,Mercedes,C-Class,2020,Diesel,3.9,66809.0,43100.0
198,Mercedes,GLE,2020,Diesel,3.7,68023.0,40700.0
199,Nissan,Leaf,2022,Gasoline,2.4,51968.0,30300.0
200,Audi,Q5,2016,Gasoline,3.5,118878.0,28100.0
201,Audi,Q5,2020,Diesel,2.2,67808.0,43600.0
202,Nissan,Sentra,2022,Diesel,1.7,54778.0,29300.0
203,Toyota,Camry,2021,Hybrid,1.7,76516.0,28300.0
204,Ford,Focus,2017,Diesel,1.3,104593.0,19200.0
205,Toyota,Corolla,2022,Gasoline,2.4,54406.0,30100.0
206,Nissan,Rogue,2019,Gasoline,1.5,60793.0,26000.0
207,Audi,E-tron,2023,Electric,0.0,35517.0,47800.0
208,Ford,Mustang,2016,Gasoline,1.4,121003.0,17200.0
209,Ford,Focus,2020,Electric,0.0,94409.0,21300.0
210,BMW,X5,2023,,2.4,35018.0,45700.0
211,Kia,Sorento,2022,Gasoline,2.2,39101.0,34500.0
212,Ford,Explorer,2021,Diesel,2.3,68167.0,28000.0
213,Audi,Q5,2017,Gasoline,3.8,123427.0,31200.0
214,Audi,A4,2016,Diesel,3.0,96168.0,34700.0
215,Mercedes,GLE,2023,Electric,0.0,37956.0,49700.0
216,Hyundai,Sonata,2019,Gasoline,2.0,84007.0,24400.0
217,Volkswagen,Jetta,2017,Diesel,2.1,131696.0,12200.0
218,Toyota,Camry,2015,Diesel,2.4,146419.0,12000.0
219,Nissan,Altima,2022,Diesel,2.4,54114.0,32700.0
220,Nissan,Rogue,2022,Diesel,1.3,49441.0,29200.0
221,Kia,Sportage,2020,Diesel,2.3,92036.0,23300.0
222,Audi,A4,2020,Diesel,2.5,61205.0,38800.0
223,Hyundai,Santa Fe,2024,Hybrid,1.7,37037.0,36500.0
224,Kia,Sportage,2017,Diesel,1.8,107948.0,18300.0
225,Toyota,Camry,2021,Hybrid,1.9,62815.0,25100.0
226,Hyundai,Santa Fe,2024,Electric,0.0,22066.0,34200.0
227,Nissan,Sentra,2019,Diesel,2.1,79211.0,20500.0
228,Volkswagen,Jetta,2020,Diesel,1.9,84395.0,26200.0
229,Volkswagen,Golf,2017,Diesel,2.5,100288.0,19500.0
230,Kia,Sportage,2018,Diesel,2.0,94375.0,17400.0
231,BMW,X5,2022,Gasoline,3.0,48205.0,45300.0
232,BMW,M4,2024,Diesel,3.5,29277.0,51900.0
233,Ford,Escape,2022,Gasoline,2.3,66218.0,28400.0
234,Toyota,Prius,2019,Gasoline,2.5,98128.0,22100.0
235,BMW,M4,2017,Gasoline,3.6,83755.0,37400.0
236,Honda,Accord,2015,Diesel,1.8,107316.0,12900.0
237,Nissan,Leaf,2015,Gasoline,2.1,138612.0,12100.0
238,Audi,E-tron,2020,Diesel,3.9,78479.0,42600.0
239,Hyundai,Santa Fe,2018,Diesel,2.4,99094.0,19000.0
240,Hyundai,Sonata,2022,Diesel,1.6,46755.0,33400.0
241,Audi,E-tron,2021,Hybrid,3.6,54521.0,46400.0
242,Honda,CR-V,2022,Hybrid,2.1,44069.0,30300.0
243,Audi,Q5,2017,Gasoline,2.2,94761.0,34900.0
244,Mercedes,E-Class,2015,Diesel,2.2,146059.0,28000.0
245,BMW,3 Series,2023,Diesel,4.0,37659.0,47600.0
246,Kia,Sorento,2015,Gasoline,2.4,142129.0,12200.0
247,Toyota,Corolla,2021,Gasoline,2.3,80153.0,27000.0
248,BMW,X5,2015,Gasoline,2.0,164235.0,22900.0
249,Ford,Explorer,2017,Diesel,2.3,97813.0,16100.0
250,Kia,Sportage,2022,Hybrid,2.0,61102.0,28800.0
251,Volkswagen,Jetta,2017,Diesel,2.0,130321.0,14700.0
252,Honda,Fit,2016,Gasoline,1.4,123087.0,13200.0
253,Toyota,RAV4,2021,Electric,0.0,58489.0,29800.0
254,Toyota,RAV4,2020,Gasoline,2.1,70854.0,25700.0
255,Audi,Q5,2016,Diesel,3.3,109537.0,29300.0
256,BMW,M4,2017,Diesel,2.9,104697.0,33400.0
257,Audi,A6,2018,Gasoline,3.4,99754.0,37300.0
258,Kia,Optima,2024,Hybrid,1.3,27244.0,34100.0
259,Kia,Rio,2016,Diesel,2.1,92545.0,17900.0
260,Toyota,Prius,2017,Diesel,1.9,114103.0,17400.0
261,Hyundai,Elantra,2021,Gasoline,1.5,62611.0,28200.0
262,Kia,Optima,2023,Hybrid,2.5,50575.0,29200.0
263,Hyundai,Santa Fe,2017,Diesel,2.2,104892.0,17600.0
264,Ford,Explorer,2021,Hybrid,1.3,67721.0,25200.0
265,BMW,M4,2023,Hybrid,2.3,,48400.0
266,Audi,E-tron,2023,Diesel,2.8,35527.0,47000.0
267,Honda,Civic,2021,Hybrid,2.0,50974.0,26700.0
268,Volkswagen,Golf,2022,Hybrid,2.0,41214.0,31700.0
269,Ford,Mustang,2023,Hybrid,1.5,31311.0,32800.0
270,Volkswagen,Tiguan,2024,Electric,0.0,28494.0,33800.0
271,Audi,A6,2021,Gasoline,2.6,67408.0,43800.0
272,Ford,Focus,2020,Electric,0.0,82588.0,22500.0
273,Hyundai,Santa Fe,2017,Diesel,2.2,91026.0,18400.0
274,BMW,M4,2015,Diesel,3.1,134009.0,26800.0
275,Mercedes,GLE,2018,Gasoline,2.7,124583.0,32100.0
276,Honda,Accord,2015,Gasoline,1.5,158809.0,10900.0
277,Audi,A6,2022,Electric,0.0,60921.0,43100.0
278,Mercedes,C-Class,2022,Hybrid,3.8,47065.0,47300.0
279,Kia,Sorento,2021,Electric,0.0,55354.0,29500.0
280,Ford,Focus,2022,Gasoline,2.2,47769.0,28100.0
281,Volkswagen,Jetta,2017,Diesel,1.2,94204.0,18300.0
282,Mercedes,S-Class,2024,Diesel,3.7,28332.0,51700.0
283,Ford,Explorer,2017,Diesel,2.2,90563.0,20400.0
284,Ford,Mustang,2023,Hybrid,2.5,44228.0,35100.0
285,Toyota,Camry,2021,Hybrid,1.4,66824.0,26100.0
286,Audi,E-tron,2020,Electric,0.0,77817.0,36800.0
287,Audi,E-tron,2015,Diesel,2.0,133599.0,23800.0
288,Audi,E-tron,2017,Gasoline,2.2,109010.0,30700.0
289,Volkswagen,Tiguan,2020,Diesel,1.5,94050.0,24700.0
290,Mercedes,E-Class,2019,Gasoline,3.4,97063.0,38600.0
291,Toyota,Camry,2021,Gasoline,1.7,70043.0,25400.0
292,Honda,Fit,2021,Gasoline,2.0,80846.0,23300.0
293,Mercedes,E-Class,2024,Gasoline,3.0,29878.0,52000.0
294,Volkswagen,Golf,2017,Diesel,2.4,76683.0,22100.0
295,BMW,M4,2016,Gasoline,2.6,128626.0,28800.0
296,Audi,Q5,2021,Gasoline,3.5,67508.0,42100.0
297,Toyota,Camry,2021,Diesel,1.5,78585.0,23400.0
298,Hyundai,Santa Fe,2022,Diesel,1.5,51659.0,32100.0
299,Nissan,Altima,2024,Gasoline,1.6,20411.0,36600.0
300,BMW,M4,2020,Diesel,2.7,74914.0,39200.0
301,Honda,Accord,2016,Diesel,1.4,125185.0,14300.0
302,Honda,Civic,2016,Gasoline,1.7,130210.0,13100.0
303,Nissan,Altima,2019,Gasoline,1.7,98100.0,20200.0
304,Volkswagen,Jetta,2021,Diesel,1.4,59777.0,26400.0
305,Nissan,Rogue,2021,Electric,0.0,52829.0,31600.0
306,Ford,Mustang,2022,Diesel,1.3,48382.0,30800.0
307,Kia,Rio,2020,,1.8,67559.0,28400.0
308,Mercedes,S-Class,2020,Diesel,2.4,67933.0,42900.0
309,Ford,Mustang,2020,Electric,0.0,72965.0,26800.0
310,Mercedes,E-Class,2023,Hybrid,2.1,37593.0,50900.0
311,Honda,Fit,2022,Diesel,1.4,58301.0,30100.0
312,Nissan,Altima,2022,Diesel,2.5,56527.0,32500.0
313,Nissan,Altima,2020,Hybrid,2.1,56626.0,29200.0
314,Kia,Sportage,2024,Electric,0.0,34251.0,35600.0
315,Honda,Civic,2016,Gasoline,1.5,,15700.0
316,Volkswagen,Jetta,2020,Diesel,2.5,75348.0,22700.0
317,Honda,Accord,2020,Gasoline,1.6,74739.0,25900.0
318,Honda,Fit,2022,Gasoline,1.6,37442.0,34100.0
319,Honda,Accord,2018,Gasoline,1.9,88027.0,21500.0
320,Mercedes,S-Class,2017,Diesel,2.4,104961.0,34500.0
321,Mercedes,S-Class,2024,Gasoline,2.9,27043.0,53600.0
322,Honda,Civic,2023,Diesel,1.4,33887.0,34600.0
323,Audi,Q5,2024,Gasoline,2.8,29796.0,51300.0
324,Volkswagen,Jetta,2019,Gasoline,2.4,93498.0,19600.0
325,Mercedes,GLE,2016,Gasoline,2.4,121183.0,31300.0
326,BMW,M4,2021,Hybrid,2.4,65432.0,41800.0
327,BMW,5 Series,2020,Electric,0.0,93946.0,36200.0
328,Mercedes,S-Class,2023,Diesel,3.0,41608.0,48500.0
329,Ford,Mustang,2016,Gasoline,1.9,104697.0,14900.0
330,Audi,Q5,2017,Diesel,3.6,109559.0,33700.0
331,Honda,CR-V,2023,Gasoline,2.3,45575.0,33900.0
332,Mercedes,S-Class,2016,Gasoline,3.5,103103.0,31900.0
333,Hyundai,Tucson,2016,Gasoline,1.8,138235.0,11400.0
334,Volkswagen,Tiguan,2024,Gasoline,2.0,35651.0,33600.0
335,Toyota,RAV4,2023,Diesel,1.6,48956.0,31500.0
336,Volkswagen,Tiguan,2023,Hybrid,2.5,34991.0,33900.0
337,Toyota,RAV4,2017,Gasoline,2.1,95556.0,18100.0
338,Mercedes,S-Class,2022,Electric,0.0,45122.0,48200.0
339,Honda,Fit,2023,Electric,0.0,39546.0,32700.0
340,Volkswagen,Golf,2016,Diesel,2.2,132150.0,13200.0
341,Honda,Fit,2018,Gasoline,2.5,96348.0,19200.0
342,Kia,Sportage,2024,Hybrid,2.3,23772.0,36900.0
343,Toyota,Camry,2017,Gasoline,1.8,139989.0,12700.0
344,BMW,X5,2017,Diesel,3.7,82832.0,33800.0
345,Honda,CR-V,2017,Diesel,1.3,125923.0,14300.0
346,Nissan,Altima,2016,Diesel,1.2,92318.0,16100.0
347,Audi,E-tron,2015,Diesel,2.0,159964.0,24500.0
348,BMW,M4,2016,Gasoline,2.5,133992.0,25900.0
349,Kia,Sorento,2019,Gasoline,1.4,94984.0,19700.0
350,Honda,Civic,2024,Gasoline,2.0,28033.0,36100.0
351,Volkswagen,Passat,2018,Gasoline,1.3,74848.0,23800.0
352,Nissan,Rogue,2021,Diesel,1.6,66593.0,28900.0
353,Volkswagen,Tiguan,2015,Diesel,2.3,110790.0,15100.0
354,Mercedes,S-Class,2019,Gasoline,3.3,83172.0,36700.0
355,Ford,Focus,2023,Diesel,2.4,46693.0,32500.0
356,Volkswagen,Passat,2020,,1.9,96397.0,20500.0
357,Toyota,Camry,2015,Gasoline,1.5,168809.0,8400.0
358,Audi,Q5,2023,Diesel,3.5,32125.0,50200.0
359,Volkswagen,Jetta,2019,Gasoline,1.3,84717.0,20800.0
360,Audi,Q5,2021,Hybrid,3.2,56438.0,46300.0
361,Mercedes,C-Class,2018,Diesel,2.2,77510.0,38700.0
362,Toyota,RAV4,2017,Gasoline,1.4,119536.0,17100.0
363,Kia,Sorento,2017,Diesel,1.7,121141.0,13100.0
364,Kia,Rio,2019,Diesel,1.9,97626.0,23400.0
365,Honda,Fit,2022,Gasoline,1.9,46384.0,28700.0
366,Volkswagen,Golf,2018,Gasoline,2.2,75535.0,19000.0
367,Mercedes,C-Class,2022,Hybrid,2.7,67096.0,41100.0
368,Audi,E-tron,2018,Diesel,2.6,119907.0,31700.0
369,Honda,CR-V,2016,Gasoline,1.9,101143.0,17600.0
370,Toyota,Prius,2016,Diesel,2.3,138691.0,12300.0
371,Honda,Fit,2015,Diesel,1.7,135902.0,13500.0
372,Mercedes,S-Class,2020,Gasoline,3.2,85240.0,38000.0
373,BMW,3 Series,2021,Gasoline,2.0,75295.0,43900.0
374,Nissan,Rogue,2016,Gasoline,1.5,119261.0,12100.0
375,BMW,X5,2016,Gasoline,2.1,149067.0,27000.0
376,Kia,Rio,2016,Gasoline,2.0,129835.0,11100.0
377,Volkswagen,Golf,2021,Diesel,2.1,53714.0,28800.0
378,Kia,Sorento,2022,Gasoline,1.6,44120.0,32900.0
379,Honda,Accord,2016,Diesel,1.4,104971.0,17400.0
380,Kia,Sportage,2022,Gasoline,1.6,43146.0,33800.0
381,Hyundai,Elantra,2018,Diesel,2.3,80131.0,20500.0
382,Kia,Rio,2023,Gasoline,1.3,29964.0,34700.0
383,Audi,A6,2016,Gasoline,2.9,91006.0,31200.0
384,BMW,5 Series,2021,Hybrid,2.7,64501.0,40200.0
385,Toyota,Camry,2018,Diesel,2.4,112073.0,18000.0
386,Honda,Civic,2022,Electric,0.0,60242.0,30500.0
387,Toyota,Prius,2021,Gasoline,1.4,55277.0,26700.0
388,Toyota,Corolla,2019,Diesel,1.8,63278.0,24800.0
389,BMW,M4,2018,Gasoline,3.3,107893.0,35200.0
390,Toyota,Prius,2020,Electric,0.0,92447.0,22900.0
391,Nissan,Rogue,2017,Gasoline,1.2,82487.0,19100.0
392,Toyota,Prius,2023,Gasoline,1.7,47273.0,31300.0
393,Mercedes,GLE,2023,Hybrid,3.6,49809.0,45800.0
394,Volkswagen,Passat,2020,Hybrid,2.4,,25900.0
395,Kia,Optima,2020,Gasoline,2.4,91779.0,24400.0
396,Audi,Q5,2017,Gasoline,3.0,82466.0,33500.0
397,Toyota,Prius,2015,Gasoline,1.6,154887.0,12400.0
398,BMW,X5,2015,Gasoline,2.0,156560.0,25700.0
399,Kia,Optima,2020,Hybrid,2.1,66777.0,23900.0
400,BMW,M4,2022,Diesel,3.3,45074.0,44400.0
401,Nissan,Rogue,2019,Gasoline,1.4,112261.0,21500.0
402,Nissan,Altima,2017,Gasoline,2.0,115149.0,17500.0
403,BMW,X5,2016,Diesel,2.5,101004.0,29100.0
404,Kia,Rio,2015,Gasoline,1.5,146245.0,9500.0
405,Honda,Civic,2015,Diesel,1.7,171866.0,8200.0
406,Ford,Explorer,2020,Diesel,1.9,87861.0,26000.0
407,Mercedes,E-Class,2022,Electric,0.0,36701.0,44700.0
408,Honda,CR-V,2017,Gasoline,2.4,124596.0,13300.0
409,Kia,Rio,2015,Gasoline,1.8,140319.0,9300.0
410,Toyota,Camry,2020,Diesel,1.5,80181.0,23400.0
411,Honda,Civic,2021,Hybrid,1.9,43938.0,30100.0
412,Honda,CR-V,2024,Gasoline,1.8,22781.0,
413,Ford,Focus,2019,Diesel,2.2,87380.0,21400.0
