Car_ID,Brand,Model,Year,Fuel_Type,Engine_Size,Mileage,Price
91,Volkswagen,Passat,2019,Gasoline,1.9,93933,19400
92,Mercedes,E-Class,2019,Gasoline,3.3,74274,36200
93,BMW,3 Series,2021,Diesel,2.9,45502,47200
94,Hyundai,Santa Fe,2016,Diesel,2.1,142267,14100
95,Mercedes,S-Class,2016,Gasoline,3.1,152359,24400
96,Honda,Civic,2017,Diesel,2.2,105505,20100
97,Hyundai,Santa Fe,2019,Diesel,1.9,84349,19900
98,Nissan,Rogue,2024,Gasoline,1.5,37501,34000
99,Volkswagen,Golf,2017,Diesel,1.8,133198,16500
100,Nissan,Leaf,2016,Diesel,1.8,110820,13300
101,BMW,X5,2021,Diesel,3.4,74980,38800
102,Ford,Focus,2020,Diesel,1.5,93083,20200
103,Audi,E-tron,2021,Diesel,2.1,70114,39400
104,Mercedes,GLE,2023,Diesel,2.3,36521,50500
105,Volkswagen,Jetta,2017,Gasoline,1.6,109554,15900
106,Honda,Fit,2016,Gasoline,2.0,122756,13600
107,Audi,Q5,2021,Hybrid,3.7,59171,43200
108,Mercedes,E-Class,2016,Diesel,2.6,112243,31400
109,Hyundai,Elantra,2019,Diesel,2.1,104055,22000
110,Ford,Escape,2020,Diesel,1.9,96302,21400
111,Mercedes,S-Class,2018,Diesel,3.7,74544,37900
112,Nissan,Leaf,2017,Gasoline,1.8,89861,20800
113,Kia,Optima,2022,Hybrid,1.3,57586,32100
114,BMW,3 Series,2022,Diesel,3.6,59172,44300
115,Audi,E-tron,2020,Electric,0.0,86934,40900
116,Honda,Accord,2019,Gasoline,2.5,80070,25200
117,Honda,Fit,2017,Gasoline,2.1,83419,17100
118,Hyundai,Tucson,2020,Diesel,1.8,80260,22900
119,BMW,5 Series,2016,Diesel,3.2,127351,29800
120,Volkswagen,Jetta,2018,Diesel,1.8,97197,16900
121,Ford,Escape,2023,Diesel,1.4,49190,34300
122,Nissan,Rogue,2022,Diesel,2.3,58766,28600
123,Nissan,Rogue,2024,Hybrid,1.6,37083,35000
124,Hyundai,Elantra,2024,Hybrid,2.3,36852,35900
125,Hyundai,Sonata,2024,Gasoline,2.2,32244,38200
126,BMW,3 Series,2015,Diesel,2.6,95557,33400
127,BMW,3 Series,2019,Diesel,2.7,67688,40600
128,Kia,Sorento,2017,Diesel,1.5,137362,14000
129,Honda,Fit,2016,Gasoline,1.4,148141,14200
130,Nissan,Rogue,2016,Gasoline,2.2,101524,17100
131,Kia,Sorento,2024,Electric,0.0,21431,37200
132,Toyota,RAV4,2024,Diesel,1.5,33206,37500
133,Nissan,Altima,2017,Gasoline,1.3,97209,16200
134,Honda,Accord,2023,Diesel,1.4,44286,30800
135,Nissan,Altima,2022,Electric,0.0,37951,30500
136,Ford,Explorer,2018,Gasoline,2.3,123940,18600
137,Kia,Optima,2021,Electric,0.0,46945,31600
138,Volkswagen,Golf,2015,Gasoline,2.2,172585,9400
139,Mercedes,C-Class,2023,Gasoline,2.4,34107,50500
140,Toyota,RAV4,2017,Diesel,2.5,125206,17900
141,Toyota,Corolla,2015,Gasoline,1.7,135470,9900
142,Hyundai,Elantra,2017,Gasoline,2.2,124877,16200
143,Kia,Optima,2022,Hybrid,1.9,61806,31700
144,Audi,Q5,2022,Diesel,3.3,61216,47000
145,Honda,Fit,2022,Gasoline,1.3,38091,33800
146,Volkswagen,Tiguan,2021,Diesel,2.5,63218,25500
147,Honda,Accord,2021,Diesel,1.8,74225,27000
148,Honda,CR-V,2021,Gasoline,1.6,69923,24600
149,Honda,Civic,2016,Diesel,1.8,143380,9700
150,Volkswagen,Tiguan,2016,Diesel,1.7,148672,9100
151,Hyundai,Tucson,2020,Gasoline,1.3,79419,22400
152,Kia,Sorento,2016,Gasoline,2.2,145428,13600
153,Volkswagen,Golf,2024,Electric,0.0,20643,39200
154,Hyundai,Tucson,2020,Electric,0.0,58992,28800
155,Toyota,Camry,2023,Diesel,1.5,31857,36700
156,Kia,Optima,2015,Gasoline,1.4,144124,11200
157,Nissan,Leaf,2024,Gasoline,1.8,23740,35400
158,Volkswagen,Passat,2023,Diesel,2.1,47121,29300
159,Mercedes,GLE,2018,Diesel,3.5,83191,33200
160,Ford,Explorer,2017,Gasoline,1.4,112342,19200
161,Kia,Optima,2021,Gasoline,2.3,58728,27700
162,Volkswagen,Passat,2024,Electric,0.0,19782,36200
163,BMW,M4,2020,Hybrid,2.2,71578,41600
164,Honda,Fit,2019,Gasoline,2.2,75697,21100
165,Audi,A4,2023,Electric,0.0,41222,50200
166,BMW,5 Series,2016,Gasoline,2.3,95396,34300
167,Honda,Accord,2022,Diesel,1.8,60296,31100
168,Volkswagen,Tiguan,2020,Diesel,1.4,83041,23400
169,Volkswagen,Golf,2020,Diesel,1.9,54599,26400
170,Honda,Civic,2024,Gasoline,2.0,30930,37100
171,Mercedes,GLE,2024,Gasoline,3.0,30950,50200
172,Honda,Accord,2015,Diesel,1.5,170598,9200
173,Volkswagen,Jetta,2020,Diesel,1.7,88088,25600
174,Toyota,RAV4,2016,Diesel,1.6,107818,18100
175,Volkswagen,Jetta,2020,Electric,0.0,68403,28400
176,Nissan,Sentra,2024,Diesel,2.1,29698,33600
177,Audi,A4,2021,Diesel,3.0,50063,43800
178,Ford,Mustang,2018,Gasoline,2.5,77238,19600
179,Audi,A4,2020,Electric,0.0,57959,44400
180,Volkswagen,Jetta,2022,Gasoline,1.3,66149,28200
181,Ford,Mustang,2023,Electric,0.0,46572,32400
182,Volkswagen,Passat,2022,Electric,0.0,67746,27400
183,Volkswagen,Jetta,2019,Diesel,1.3,105373,18300
184,Audi,A4,2019,Gasoline,2.2,78782,39300
185,BMW,M4,2016,Gasoline,3.9,146415,26700
186,Toyota,Prius,2015,Diesel,1.7,108822,14200
187,Mercedes,C-Class,2020,Electric,0.0,84364,36400
188,Hyundai,Santa Fe,2017,Diesel,2.2,102304,15400
189,Toyota,RAV4,2018,Diesel,2.3,74586,21000
190,Hyundai,Elantra,2015,Diesel,1.5,101690,15900
191,Volkswagen,Golf,2023,Electric,0.0,40050,32900
192,Mercedes,S-Class,2017,Gasoline,3.3,109933,29600
193,Audi,A4,2021,Diesel,3.7,78413,38300
194,Kia,Optima,2020,Hybrid,1.5,88425,23400
195,BMW,3 Series,2020,Hybrid,3.1,90484,39300
196,Ford,Mustang,2017,Diesel,1.3,77980,17600
197,Mercedes,C-Class,2020,Diesel,3.9,66809,43100
198,Mercedes,GLE,2020,Diesel,3.7,68023,40700
199,Nissan,Leaf,2022,Gasoline,2.4,51968,30300
200,Audi,Q5,2016,Gasoline,3.5,118878,28100
201,Audi,Q5,2020,Diesel,2.2,67808,43600
202,Nissan,Sentra,2022,Diesel,1.7,54778,29300
203,Toyota,Camry,2021,Hybrid,1.7,76516,28300
204,Ford,Focus,2017,Diesel,1.3,104593,19200
205,Toyota,Corolla,2022,Gasoline,2.4,54406,30100
206,Nissan,Rogue,2019,Gasoline,1.5,60793,26000
207,Audi,E-tron,2023,Electric,0.0,35517,47800
208,Ford,Mustang,2016,Gasoline,1.4,121003,17200
209,Ford,Focus,2020,Electric,0.0,94409,21300
210,BMW,X5,2023,Hybrid,2.4,35018,45700
211,Kia,Sorento,2022,Gasoline,2.2,39101,34500
212,Ford,Explorer,2021,Diesel,2.3,68167,28000
213,Audi,Q5,2017,Gasoline,3.8,123427,31200
214,Audi,A4,2016,Diesel,3.0,96168,34700
215,Mercedes,GLE,2023,Electric,0.0,37956,49700
216,Hyundai,Sonata,2019,Gasoline,2.0,84007,24400
217,Volkswagen,Jetta,2017,Diesel,2.1,131696,12200
218,Toyota,Camry,2015,Diesel,2.4,146419,12000
219,Nissan,Altima,2022,Diesel,2.4,54114,32700
220,Nissan,Rogue,2022,Diesel,1.3,49441,29200
221,Kia,Sportage,2020,Diesel,2.3,92036,23300
222,Audi,A4,2020,Diesel,2.5,61205,38800
223,Hyundai,Santa Fe,2024,Hybrid,1.7,37037,36500
224,Kia,Sportage,2017,Diesel,1.8,107948,18300
225,Toyota,Camry,2021,Hybrid,1.9,62815,25100
226,Hyundai,Santa Fe,2024,Electric,0.0,22066,34200
227,Nissan,Sentra,2019,Diesel,2.1,79211,20500
228,Volkswagen,Jetta,2020,Diesel,1.9,84395,26200
229,Volkswagen,Golf,2017,Diesel,2.5,100288,19500
230,Kia,Sportage,2018,Diesel,2.0,94375,17400
231,BMW,X5,2022,Gasoline,3.0,48205,45300
232,BMW,M4,2024,Diesel,3.5,29277,51900
233,Ford,Escape,2022,Gasoline,2.3,66218,28400
234,Toyota,Prius,2019,Gasoline,2.5,98128,22100
235,BMW,M4,2017,Gasoline,3.6,83755,37400
236,Honda,Accord,2015,Diesel,1.8,107316,12900
237,Nissan,Leaf,2015,Gasoline,2.1,138612,12100
238,Audi,E-tron,2020,Diesel,3.9,78479,42600
239,Hyundai,Santa Fe,2018,Diesel,2.4,99094,19000
240,Hyundai,Sonata,2022,Diesel,1.6,46755,33400
241,Audi,E-tron,2021,Hybrid,3.6,54521,46400
242,Honda,CR-V,2022,Hybrid,2.1,44069,30300
243,Audi,Q5,2017,Gasoline,2.2,94761,34900
244,Mercedes,E-Class,2015,Diesel,2.2,146059,28000
245,BMW,3 Series,2023,Diesel,4.0,37659,47600
246,Kia,Sorento,2015,Gasoline,2.4,142129,12200
247,Toyota,Corolla,2021,Gasoline,2.3,80153,27000
248,BMW,X5,2015,Gasoline,2.0,164235,22900
249,Ford,Explorer,2017,Diesel,2.3,97813,16100
250,Kia,Sportage,2022,Hybrid,2.0,61102,28800
251,Volkswagen,Jetta,2017,Diesel,2.0,130321,14700
252,Honda,Fit,2016,Gasoline,1.4,123087,13200
253,Toyota,RAV4,2021,Electric,0.0,58489,29800
254,Toyota,RAV4,2020,Gasoline,2.1,70854,25700
255,Audi,Q5,2016,Diesel,3.3,109537,29300
256,BMW,M4,2017,Diesel,2.9,104697,33400
257,Audi,A6,2018,Gasoline,3.4,99754,37300
258,Kia,Optima,2024,Hybrid,1.3,27244,34100
259,Kia,Rio,2016,Diesel,2.1,92545,17900
260,Toyota,Prius,2017,Diesel,1.9,114103,17400
261,Hyundai,Elantra,2021,Gasoline,1.5,62611,28200
262,Kia,Optima,2023,Hybrid,2.5,50575,29200
263,Hyundai,Santa Fe,2017,Diesel,2.2,104892,17600
264,Ford,Explorer,2021,Hybrid,1.3,67721,25200
265,BMW,M4,2023,Hybrid,2.3,44323,48400
266,Audi,E-tron,2023,Diesel,2.8,35527,47000
267,Honda,Civic,2021,Hybrid,2.0,50974,26700
268,Volkswagen,Golf,2022,Hybrid,2.0,41214,31700
269,Ford,Mustang,2023,Hybrid,1.5,31311,32800
270,Volkswagen,Tiguan,2024,Electric,0.0,28494,33800
271,Audi,A6,2021,Gasoline,2.6,67408,43800
272,Ford,Focus,2020,Electric,0.0,82588,22500
273,Hyundai,Santa Fe,2017,Diesel,2.2,91026,18400
274,BMW,M4,2015,Diesel,3.1,134009,26800
275,Mercedes,GLE,2018,Gasoline,2.7,124583,32100
276,Honda,Accord,2015,Gasoline,1.5,158809,10900
277,Audi,A6,2022,Electric,0.0,60921,43100
278,Mercedes,C-Class,2022,Hybrid,3.8,47065,47300
279,Kia,Sorento,2021,Electric,0.0,55354,29500
280,Ford,Focus,2022,Gasoline,2.2,47769,28100
281,Volkswagen,Jetta,2017,Diesel,1.2,94204,18300
282,Mercedes,S-Class,2024,Diesel,3.7,28332,51700
283,Ford,Explorer,2017,Diesel,2.2,90563,20400
284,Ford,Mustang,2023,Hybrid,2.5,44228,35100
285,Toyota,Camry,2021,Hybrid,1.4,66824,26100
286,Audi,E-tron,2020,Electric,0.0,77817,36800
287,Audi,E-tron,2015,Diesel,2.0,133599,23800
288,Audi,E-tron,2017,Gasoline,2.2,109010,30700
289,Volkswagen,Tiguan,2020,Diesel,1.5,94050,24700
290,Mercedes,E-Class,2019,Gasoline,3.4,97063,38600
291,Toyota,Camry,2021,Gasoline,1.7,70043,25400
292,Honda,Fit,2021,Gasoline,2.0,80846,23300
293,Mercedes,E-Class,2024,Gasoline,3.0,29878,52000
294,Volkswagen,Golf,2017,Diesel,2.4,76683,22100
295,BMW,M4,2016,Gasoline,2.6,128626,28800
296,Audi,Q5,2021,Gasoline,3.5,67508,42100
297,Toyota,Camry,2021,Diesel,1.5,78585,23400
298,Hyundai,Santa Fe,2022,Diesel,1.5,51659,32100
299,Nissan,Altima,2024,Gasoline,1.6,20411,36600
300,BMW,M4,2020,Diesel,2.7,74914,39200
301,Honda,Accord,2016,Diesel,1.4,125185,14300
302,Honda,Civic,2016,Gasoline,1.7,130210,13100
303,Nissan,Altima,2019,Gasoline,1.7,98100,20200
304,Volkswagen,Jetta,2021,Diesel,1.4,59777,26400
305,Nissan,Rogue,2021,Electric,0.0,52829,31600
306,Ford,Mustang,2022,Diesel,1.3,48382,30800
307,Kia,Rio,2020,Hybrid,1.8,67559,28400
308,Mercedes,S-Class,2020,Diesel,2.4,67933,42900
309,Ford,Mustang,2020,Electric,0.0,72965,26800
310,Mercedes,E-Class,2023,Hybrid,2.1,37593,50900
311,Honda,Fit,2022,Diesel,1.4,58301,30100
312,Nissan,Altima,2022,Diesel,2.5,56527,32500
313,Nissan,Altima,2020,Hybrid,2.1,56626,29200
314,Kia,Sportage,2024,Electric,0.0,34251,35600
315,Honda,Civic,2016,Gasoline,1.5,116408,15700
316,Volkswagen,Jetta,2020,Diesel,2.5,75348,22700
317,Honda,Accord,2020,Gasoline,1.6,74739,25900
318,Honda,Fit,2022,Gasoline,1.6,37442,34100
319,Honda,Accord,2018,Gasoline,1.9,88027,21500
320,Mercedes,S-Class,2017,Diesel,2.4,104961,34500
321,Mercedes,S-Class,2024,Gasoline,2.9,27043,53600
322,Honda,Civic,2023,Diesel,1.4,33887,34600
323,Audi,Q5,2024,Gasoline,2.8,29796,51300
324,Volkswagen,Jetta,2019,Gasoline,2.4,93498,19600
325,Mercedes,GLE,2016,Gasoline,2.4,121183,31300
326,BMW,M4,2021,Hybrid,2.4,65432,41800
327,BMW,5 Series,2020,Electric,0.0,93946,36200
328,Mercedes,S-Class,2023,Diesel,3.0,41608,48500
329,Ford,Mustang,2016,Gasoline,1.9,104697,14900
330,Audi,Q5,2017,Diesel,3.6,109559,33700
331,Honda,CR-V,2023,Gasoline,2.3,45575,33900
332,Mercedes,S-Class,2016,Gasoline,3.5,103103,31900
333,Hyundai,Tucson,2016,Gasoline,1.8,138235,11400
334,Volkswagen,Tiguan,2024,Gasoline,2.0,35651,33600
335,Toyota,RAV4,2023,Diesel,1.6,48956,31500
336,Volkswagen,Tiguan,2023,Hybrid,2.5,34991,33900
337,Toyota,RAV4,2017,Gasoline,2.1,95556,18100
338,Mercedes,S-Class,2022,Electric,0.0,45122,48200
339,Honda,Fit,2023,Electric,0.0,39546,32700
340,Volkswagen,Golf,2016,Diesel,2.2,132150,13200
341,Honda,Fit,2018,Gasoline,2.5,96348,19200
342,Kia,Sportage,2024,Hybrid,2.3,23772,36900
343,Toyota,Camry,2017,Gasoline,1.8,139989,12700
344,BMW,X5,2017,Diesel,3.7,82832,33800
345,Honda,CR-V,2017,Diesel,1.3,125923,14300
346,Nissan,Altima,2016,Diesel,1.2,92318,16100
347,Audi,E-tron,2015,Diesel,2.0,159964,24500
348,BMW,M4,2016,Gasoline,2.5,133992,25900
349,Kia,Sorento,2019,Gasoline,1.4,94984,19700
350,Honda,Civic,2024,Gasoline,2.0,28033,36100
351,Volkswagen,Passat,2018,Gasoline,1.3,74848,23800
352,Nissan,Rogue,2021,Diesel,1.6,66593,28900
353,Volkswagen,Tiguan,2015,Diesel,2.3,110790,15100
354,Mercedes,S-Class,2019,Gasoline,3.3,83172,36700
355,Ford,Focus,2023,Diesel,2.4,46693,32500
356,Volkswagen,Passat,2020,Diesel,1.9,96397,20500
357,Toyota,Camry,2015,Gasoline,1.5,168809,8400
358,Audi,Q5,2023,Diesel,3.5,32125,50200
359,Volkswagen,Jetta,2019,Gasoline,1.3,84717,20800
360,Audi,Q5,2021,Hybrid,3.2,56438,46300
361,Mercedes,C-Class,2018,Diesel,2.2,77510,38700
362,Toyota,RAV4,2017,Gasoline,1.4,119536,17100
363,Kia,Sorento,2017,Diesel,1.7,121141,13100
364,Kia,Rio,2019,Diesel,1.9,97626,23400
365,Honda,Fit,2022,Gasoline,1.9,46384,28700
366,Volkswagen,Golf,2018,Gasoline,2.2,75535,19000
367,Mercedes,C-Class,2022,Hybrid,2.7,67096,41100
368,Audi,E-tron,2018,Diesel,2.6,119907,31700
369,Honda,CR-V,2016,Gasoline,1.9,101143,17600
370,Toyota,Prius,2016,Diesel,2.3,138691,12300
371,Honda,Fit,2015,Diesel,1.7,135902,13500
372,Mercedes,S-Class,2020,Gasoline,3.2,85240,38000
373,BMW,3 Series,2021,Gasoline,2.0,75295,43900
374,Nissan,Rogue,2016,Gasoline,1.5,119261,12100
375,BMW,X5,2016,Gasoline,2.1,149067,27000
376,Kia,Rio,2016,Gasoline,2.0,129835,11100
377,Volkswagen,Golf,2021,Diesel,2.1,53714,28800
378,Kia,Sorento,2022,Gasoline,1.6,44120,32900
379,Honda,Accord,2016,Diesel,1.4,104971,17400
380,Kia,Sportage,2022,Gasoline,1.6,43146,33800
381,Hyundai,Elantra,2018,Diesel,2.3,80131,20500
382,Kia,Rio,2023,Gasoline,1.3,29964,34700
383,Audi,A6,2016,Gasoline,2.9,91006,31200
384,BMW,5 Series,2021,Hybrid,2.7,64501,40200
385,Toyota,Camry,2018,Diesel,2.4,112073,18000
386,Honda,Civic,2022,Electric,0.0,60242,30500
387,Toyota,Prius,2021,Gasoline,1.4,55277,26700
388,Toyota,Corolla,2019,Diesel,1.8,63278,24800
389,BMW,M4,2018,Gasoline,3.3,107893,35200
390,Toyota,Prius,2020,Electric,0.0,92447,22900
391,Nissan,Rogue,2017,Gasoline,1.2,82487,19100
392,Toyota,Prius,2023,Gasoline,1.7,47273,31300
393,Mercedes,GLE,2023,Hybrid,3.6,49809,45800
394,Volkswagen,Passat,2020,Hybrid,2.4,62249,25900
395,Kia,Optima,2020,Gasoline,2.4,91779,24400
396,Audi,Q5,2017,Gasoline,3.0,82466,33500
397,Toyota,Prius,2015,Gasoline,1.6,154887,12400
398,BMW,X5,2015,Gasoline,2.0,156560,25700
399,Kia,Optima,2020,Hybrid,2.1,66777,23900
400,BMW,M4,2022,Diesel,3.3,45074,44400
401,Nissan,Rogue,2019,Gasoline,1.4,112261,21500
402,Nissan,Altima,2017,Gasoline,2.0,115149,17500
403,BMW,X5,2016,Diesel,2.5,101004,29100
404,Kia,Rio,2015,Gasoline,1.5,146245,9500
405,Honda,Civic,2015,Diesel,1.7,171866,8200
406,Ford,Explorer,2020,Diesel,1.9,87861,26000
407,Mercedes,E-Class,2022,Electric,0.0,36701,44700
408,Honda,CR-V,2017,Gasoline,2.4,124596,13300
409,Kia,Rio,2015,Gasoline,1.8,140319,9300
410,Toyota,Camry,2020,Diesel,1.5,80181,23400
411,Honda,Civic,2021,Hybrid,1.9,43938,30100
412,Honda,CR-V,2024,Gasoline,1.8,22781,33900
413,Ford,Focus,2019,Diesel,2.2,87380,21400
414,Honda,Fit,2017,Diesel,1.7,100923,15300
415,Hyundai,Santa Fe,2022,Hybrid,1.5,43936,33600
416,Honda,Civic,2020,Gasoline,2.3,80138,24700
417,Audi,E-tron,2023,Hybrid,3.4,36647,48600
418,Toyota,Corolla,2016,Diesel,2.4,95470,15700
419,Mercedes,E-Class,2015,Diesel,2.8,112285,30900
420,BMW,X5,2020,Hybrid,3.8,58212,41900
421,Audi,Q5,2019,Gasoline,3.0,101644,37600
422,Audi,E-tron,2016,Gasoline,2.8,126434,26700
423,Honda,Civic,2019,Diesel,2.3,103179,20800
424,Ford,Explorer,2015,Diesel,1.4,106062,17000
425,Nissan,Altima,2021,Gasoline,2.4,47617,28400
426,Kia,Optima,2020,Diesel,2.3,92429,26000
427,Honda,Accord,2017,Diesel,1.6,125391,14700
428,Nissan,Altima,2018,Diesel,1.8,113713,19400
429,Kia,Optima,2023,Diesel,2.2,35821,34700
430,Volkswagen,Golf,2017,Gasoline,1.5,128772,12400
431,Ford,Focus,2020,Diesel,2.1,76420,22900
432,Toyota,Corolla,2020,Diesel,1.8,77513,24600
433,BMW,X5,2016,Diesel,2.6,92469,33900
434,Mercedes,E-Class,2018,Diesel,3.4,106692,31000
435,Toyota,Prius,2017,Gasoline,2.0,93080,18200
436,Hyundai,Santa Fe,2021,Gasoline,2.3,63881,28900
437,Volkswagen,Passat,2024,Diesel,1.3,30724,37400
438,Hyundai,Tucson,2016,Diesel,1.8,156432,10500
439,Hyundai,Tucson,2019,Gasoline,1.4,108682,22000
440,Nissan,Rogue,2017,Diesel,2.1,138965,14500
441,Nissan,Leaf,2015,Gasoline,2.0,122266,11600
442,Audi,E-tron,2020,Hybrid,3.0,66194,38900
443,Hyundai,Sonata,2020,Gasoline,2.1,83771,24600
444,Kia,Sorento,2019,Diesel,2.0,103563,18100
445,Volkswagen,Golf,2022,Diesel,2.4,52219,27700
446,BMW,5 Series,2018,Diesel,2.7,81084,39300
447,BMW,3 Series,2022,Electric,0.0,51803,46000
448,Hyundai,Sonata,2017,Gasoline,1.9,111098,14600
449,BMW,M4,2021,Electric,0.0,46535,43000
450,Kia,Optima,2020,Gasoline,2.2,83556,23200
451,Mercedes,GLE,2019,Diesel,2.3,85170,35900
452,Honda,Civic,2019,Diesel,2.4,98548,22400
453,Kia,Rio,2017,Diesel,1.6,98175,16500
454,Nissan,Altima,2018,Gasoline,1.5,78005,23500
455,Audi,A6,2016,Gasoline,2.7,113508,29200
456,Audi,A4,2024,Hybrid,4.0,19623,52000
457,Ford,Explorer,2016,Diesel,1.9,132813,15900
458,Toyota,RAV4,2021,Electric,0.0,69537,25200
459,Nissan,Altima,2023,Gasoline,2.1,46556,31000
460,Volkswagen,Jetta,2019,Gasoline,2.3,78894,22500
461,BMW,3 Series,2023,Diesel,3.0,32964,45800
462,Honda,Civic,2024,Gasoline,2.1,29527,38500
463,Honda,CR-V,2018,Diesel,1.8,81201,19200
464,BMW,3 Series,2019,Diesel,2.7,79822,35800
465,Toyota,Camry,2017,Gasoline,2.1,102032,18400
466,Volkswagen,Tiguan,2016,Diesel,1.7,98083,17000
467,Ford,Escape,2021,Diesel,2.1,71237,25200
